DAMAGE,STRUCTURETYPE,dnbr,dndvi,Slope,Wind,NLCD,Longitude,Latitude,Damage_Code
Destroyed (>50%),Single Family Residence Single Story,0.0100000,-0.0400000,7.4099998,3.1500001,3,-118.573487893618520,34.045269573747461,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0900000,7.1700001,3.1500001,3,-118.573477778588398,34.045446512856451,1
Major (26-50%),Single Family Residence Single Story,-0.0200000,-0.0700000,13.0100002,2.9000001,3,-118.568725733854549,34.042343134182886,1
No Damage,Single Family Residence Single Story,-0.0200000,-0.0400000,12.1499996,2.9000001,3,-118.569387988950012,34.042489258251052,2
No Damage,Single Family Residence Single Story,-0.0000000,-0.0100000,11.7900000,2.9000001,3,-118.569791054933106,34.042515335565092,2
No Damage,Single Family Residence Single Story,-0.0300000,-0.0500000,15.3900003,2.9600000,3,-118.570462629151351,34.042713330992996,2
Destroyed (>50%),Single Family Residence Single Story,-0.0300000,-0.0900000,15.3900003,2.9600000,3,-118.570885667378150,34.042740648345536,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0600000,4.1700001,2.9500000,3,-118.572067864665115,34.046841691590124,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1400000,5.0000000,2.9500000,3,-118.572181939926423,34.046700366257362,1
Destroyed (>50%),Single Family Residence Single Story,-0.0600000,-0.0800000,13.0100002,2.9000001,3,-118.568981948644961,34.042312222903625,1
Affected (1-9%),Single Family Residence Single Story,-0.0100000,-0.0200000,13.0100002,2.9000001,3,-118.569241209622419,34.042362468334879,1
No Damage,Single Family Residence Single Story,-0.0800000,-0.0600000,11.7900000,2.9000001,3,-118.569618123851043,34.042515581949651,2
Affected (1-9%),Single Family Residence Single Story,-0.0400000,-0.0000000,11.4200001,2.9000001,3,-118.569990976796220,34.042581863086745,1
No Damage,Single Family Residence Single Story,-0.0100000,-0.0200000,15.3900003,2.9600000,3,-118.570704970360453,34.042758728156848,2
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0400000,5.0000000,2.9500000,3,-118.572290390835690,34.046550425084234,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,-0.0500000,6.3499999,3.0100000,3,-118.573424614493248,34.045641420631149,1
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,-0.0800000,4.4099998,2.9500000,3,-118.573321335185071,34.045780918152175,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,0.0000000,4.4099998,2.9500000,3,-118.573218691884023,34.045960528353049,1
Destroyed (>50%),Single Family Residence Single Story,0.1000000,0.1000000,6.9000001,2.9500000,3,-118.572418285779378,34.046420934856421,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.0100000,8.0699997,3.4400001,3,-118.577799532097785,34.043929233100847,1
Destroyed (>50%),Single Family Residence Single Story,0.1000000,0.1000000,4.6900001,3.4400001,3,-118.577507536511320,34.044196446774279,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.0800000,4.3699999,3.4400001,3,-118.577343037016476,34.044274534202529,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0700000,-0.0600000,3.9500000,3.4400001,3,-118.577190987273212,34.044350581300826,1
Major (26-50%),Single Family Residence Multi Story,0.0100000,0.0100000,17.0799999,3.4400001,3,-118.577998426288246,34.044076468728854,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.0900000,4.7700000,3.4400001,3,-118.577667401597580,34.044065182141900,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,-0.0200000,3.1099999,3.4400001,3,-118.577066897593070,34.044455603536932,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0400000,3.1099999,3.4400001,3,-118.576911246503826,34.044524624586280,1
No Damage,Single Family Residence Single Story,-0.0100000,-0.0100000,15.5000000,2.9600000,3,-118.571244510198255,34.042775692910340,2
No Damage,Single Family Residence Single Story,0.0000000,-0.0000000,15.5000000,2.9600000,3,-118.571092556574669,34.042759195616235,2
No Damage,Single Family Residence Single Story,0.0200000,0.0400000,16.2999992,2.9600000,3,-118.571692350910041,34.042747518063926,2
Destroyed (>50%),Single Family Residence Multi Story,-0.0200000,-0.0300000,17.5499992,3.4400001,2,-118.578287165481811,34.044397417156631,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0500000,15.3500004,3.4400001,2,-118.578006132935030,34.044489143068155,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,-0.0400000,8.0600004,3.4400001,3,-118.577827804774770,34.044551651060281,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0200000,11.3199997,3.4400001,3,-118.577614383927838,34.044610197598118,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0500000,11.3199997,3.4400001,3,-118.577444042688740,34.044697553230051,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0100000,5.3699999,3.4400001,2,-118.577168369490963,34.044812460669846,1
No Damage,Single Family Residence Single Story,-0.0100000,-0.0400000,15.8900003,2.9600000,3,-118.571489640676319,34.042783331551647,2
No Damage,Single Family Residence Single Story,0.0200000,0.0100000,16.3899994,2.9600000,3,-118.571931668389979,34.042736321367890,2
No Damage,Single Family Residence Single Story,-0.0300000,-0.0300000,15.9700003,2.9600000,3,-118.572268268923551,34.042667611495538,2
Affected (1-9%),Single Family Residence Single Story,0.0200000,0.0100000,3.8299999,3.0100000,3,-118.572919892457634,34.044082520297962,1
Affected (1-9%),Single Family Residence Single Story,-0.0200000,-0.0300000,3.8299999,3.0100000,3,-118.572928899864948,34.044241849099045,1
Destroyed (>50%),Single Family Residence Single Story,-0.0100000,-0.0500000,4.6599998,3.0100000,3,-118.572941704451040,34.044404582991248,1
No Damage,Single Family Residence Single Story,0.0200000,-0.0100000,6.0900002,3.0100000,3,-118.572894321913040,34.044721664050449,2
No Damage,Single Family Residence Single Story,-0.0000000,-0.0400000,6.8000002,3.0100000,3,-118.572929133426939,34.044890846012535,2
No Damage,Single Family Residence Single Story,0.0100000,-0.0400000,6.8000002,3.0100000,3,-118.572948848752517,34.045063887049437,2
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0400000,7.6199999,3.0100000,3,-118.572977510399937,34.045250312459224,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0400000,7.6199999,3.0100000,3,-118.572924392118892,34.045412949885019,1
Destroyed (>50%),Single Family Residence Single Story,-0.0000000,-0.0200000,4.4600000,3.0100000,3,-118.572865869573064,34.045580856162694,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0200000,5.3299999,2.9500000,3,-118.573032993046866,34.046021099993752,1
No Damage,Single Family Residence Single Story,-0.0400000,-0.0300000,15.9700003,2.9600000,3,-118.572084952418464,34.042707163949984,2
Affected (1-9%),Single Family Residence Single Story,0.0300000,-0.0100000,12.6000004,2.9600000,3,-118.572971325499211,34.042420416425927,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,0.0200000,9.9700003,3.1099999,3,-118.573636653731185,34.042142752937480,1
No Damage,Single Family Residence Multi Story,-0.0500000,-0.0700000,6.2500000,3.2300000,3,-118.566203496302052,34.046980700348001,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.0300000,17.4799995,3.0100000,3,-118.567615396400456,34.043592373064868,2
No Damage,Utility Misc Structure,-0.0200000,-0.1300000,7.5400000,3.0100000,3,-118.567407704110153,34.043700188311114,2
No Damage,Single Family Residence Multi Story,0.0200000,-0.0400000,17.4799995,3.0100000,3,-118.567429533171477,34.043884687358073,2
No Damage,Single Family Residence Multi Story,-0.0300000,-0.0700000,9.4899998,3.0100000,3,-118.567392706736442,34.044188782207961,2
No Damage,Single Family Residence Single Story,0.0000000,-0.0400000,9.4899998,3.0100000,3,-118.567217962854116,34.044502265902075,2
Minor (10-25%),Single Family Residence Single Story,0.0100000,0.0200000,6.2500000,2.7300000,2,-118.567529089861182,34.046547005637827,1
Affected (1-9%),Single Family Residence Multi Story,0.1400000,0.1400000,6.2500000,3.2400000,3,-118.566247734736550,34.046765738277955,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0300000,17.7199993,3.1099999,3,-118.574788213975410,34.041753139702706,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0800000,6.7399998,3.1099999,2,-118.575540201784619,34.041313803438946,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0300000,11.5100002,3.3900001,2,-118.576047158828672,34.041136485007947,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0800000,11.5100002,3.3900001,3,-118.576239233009431,34.041013053933227,1
Destroyed (>50%),Single Family Residence Single Story,-0.0300000,0.0100000,14.5200005,2.9600000,3,-118.572549532337305,34.042700348566704,1
No Damage,Single Family Residence Single Story,-0.0000000,0.0200000,9.3999996,3.1099999,3,-118.573904663401279,34.042197690958773,2
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0400000,1.3900000,3.4400001,3,-118.576738841834540,34.044602002350608,1
Destroyed (>50%),Single Family Residence Single Story,-0.0200000,-0.0800000,13.2399998,3.1099999,3,-118.574508500155517,34.041954226041710,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0300000,1.9100000,3.4400001,3,-118.576418225024767,34.044756504590588,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0500000,10.1800003,3.1099999,3,-118.575130958087215,34.041630608726756,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1300000,1.6700000,3.4400001,3,-118.576075889646418,34.044907721762634,1
Destroyed (>50%),Single Family Residence Single Story,0.0400000,0.0100000,6.7399998,3.1099999,2,-118.575458297888574,34.041471109024435,1
Destroyed (>50%),Single Family Residence Single Story,-0.0100000,-0.0300000,1.6700000,3.1500001,3,-118.575766510760857,34.045047113305330,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0700000,5.2900000,3.1099999,3,-118.575775589135091,34.041326069989083,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,-0.0000000,4.9899998,3.1500001,3,-118.575446049359641,34.045188468189636,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,-0.0100000,11.0500002,3.3900001,3,-118.576637987079252,34.041058060465062,1
No Damage,Single Family Residence Single Story,-0.0100000,-0.0300000,15.8900003,2.9600000,2,-118.572674998236437,34.042488311419589,2
Destroyed (>50%),Single Family Residence Single Story,-0.0300000,-0.0600000,13.3800001,2.9600000,3,-118.573426496463810,34.042214375942564,1
Destroyed (>50%),Single Family Residence Single Story,-0.0100000,0.0000000,10.1800003,3.1099999,3,-118.575018376724231,34.041777719569296,1
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,-0.0500000,4.6900001,3.1099999,3,-118.575318279281817,34.041589091371840,1
Major (26-50%),Single Family Residence Single Story,0.0500000,0.0400000,13.1400003,3.1099999,3,-118.575859669649091,34.041216823267916,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1100000,11.2900000,3.3900001,3,-118.576449188155976,34.041069170290420,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0500000,4.8699999,3.1500001,3,-118.575031127411421,34.045389209942030,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0300000,5.8000002,2.8199999,3,-118.574290666783938,34.046130058424097,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,0.1000000,4.3099999,2.8199999,3,-118.574471796789609,34.046100608161510,1
No Damage,Single Family Residence Single Story,0.0200000,0.0200000,4.6399999,2.8199999,3,-118.573682162383562,34.046074660719540,2
Destroyed (>50%),Single Family Residence Multi Story,-0.0400000,-0.0600000,8.0200005,3.2300000,3,-118.566808628426926,34.049023500201102,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1400000,5.8299999,2.9500000,3,-118.572855514692776,34.046090264169415,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0100000,5.8299999,2.9500000,3,-118.572740934578277,34.046208842999363,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.0700000,6.9000001,2.9500000,3,-118.572549985986541,34.046286708252417,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,-0.0000000,3.7100000,2.7300000,3,-118.570922121012373,34.046050637370904,1
No Damage,Single Family Residence Multi Story,0.0700000,0.0900000,4.9200001,2.9500000,3,-118.571388101404835,34.046301664839611,2
Affected (1-9%),Single Family Residence Multi Story,0.0700000,0.0800000,5.9000001,2.9500000,3,-118.571503578936287,34.046128331572866,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.0800000,1.3900000,3.4400001,3,-118.576564804027967,34.044717444359591,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0800000,11.6099997,3.4400001,2,-118.576503288295669,34.045167194185190,1
Destroyed (>50%),Single Family Residence Single Story,0.1600000,0.1800000,6.5200000,3.4400001,3,-118.576096840155429,34.045326097419341,1
Destroyed (>50%),Single Family Residence Single Story,0.0100000,0.0600000,12.2500000,3.1500001,3,-118.575797582588180,34.045527249720280,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0900000,4.2600002,3.1500001,2,-118.575645927205329,34.045588033806624,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0200000,4.2600002,3.1500001,3,-118.575423565426405,34.045691699073899,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0200000,6.9499998,3.1500001,3,-118.575313669127809,34.045743438618047,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.1500000,4.4000001,2.8199999,2,-118.575111959617317,34.045885941594321,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0100000,4.4000001,2.8199999,2,-118.575034491602111,34.045968048358390,1
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0500000,3.8399999,2.8199999,3,-118.574841520004369,34.046057255980941,1
No Damage,Single Family Residence Single Story,-0.0200000,-0.0200000,4.9899998,2.8199999,3,-118.573814933382494,34.045945015688162,2
Affected (1-9%),Single Family Residence Single Story,-0.0200000,0.0000000,4.6399999,2.8199999,3,-118.573512705984967,34.046205026810334,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,-0.0300000,1.9100000,3.4400001,3,-118.576251391706819,34.044827969075826,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,-0.0200000,1.6700000,3.4400001,3,-118.575982581637803,34.044979475669706,1
Destroyed (>50%),Single Family Residence Single Story,0.0000000,-0.0400000,3.4900000,3.1500001,3,-118.575645173518808,34.045121844459672,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,-0.0200000,2.8199999,3.1500001,3,-118.574885060447897,34.045480416721475,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0600000,3.2800000,3.1500001,3,-118.574733480523435,34.045571201363430,1
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.1200000,1.9100000,3.1500001,3,-118.574405942194460,34.045737608235200,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,0.0200000,3.8399999,2.8199999,3,-118.574628674977603,34.046118865896453,1
No Damage,Single Family Residence Multi Story,0.0200000,0.0400000,3.9900000,2.8199999,3,-118.574090804209632,34.046371218815537,2
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.0900000,4.0599999,2.8199999,2,-118.573927998937450,34.046476037580312,1
Destroyed (>50%),Single Family Residence Single Story,0.1000000,0.1100000,5.3299999,2.9500000,3,-118.571767907310317,34.046560550931986,1
Destroyed (>50%),Single Family Residence Single Story,-0.0100000,-0.0200000,6.7100000,2.9500000,3,-118.571828584914471,34.046362750568996,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0500000,6.4899998,2.9500000,3,-118.571894886870666,34.046187950348838,1
Major (26-50%),Single Family Residence Single Story,-0.0400000,-0.0200000,7.4600000,3.0100000,3,-118.572540116196521,34.045105598465057,1
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,-0.0600000,6.6199999,3.0100000,3,-118.572496544311960,34.045298226366434,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1500000,4.0000000,3.0100000,3,-118.572439653106699,34.045468219995740,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,0.0800000,3.7400000,3.0100000,3,-118.572251249442147,34.045577597454049,1
Destroyed (>50%),Single Family Residence Single Story,-0.0200000,-0.0300000,3.2800000,3.0100000,3,-118.572652096586580,34.045701752823526,1
